,tipo,barrio,sup_cubierta,piso,habs,precio
8956,apartment,Villa Crespo,49.0,12,4,178918.0
8957,apartment,Villa Crespo,49.0,12,4,167954.0
8958,apartment,Belgrano,263.0,12,4,890000.0
8959,apartment,Villa Crespo,96.0,12,4,359108.0
8960,apartment,Villa Crespo,112.0,12,4,407444.0
8961,apartment,Palermo Hollywood,25.0,1,1,80000.0
8962,apartment,Villa Crespo,40.0,12,4,145021.0
8963,apartment,Belgrano,190.0,10,5,950000.0
8964,apartment,Villa Crespo,44.0,12,4,153726.0
8965,apartment,Nuñez,84.0,19,2,298000.0
8966,apartment,Villa Crespo,74.0,12,4,238319.0
8967,apartment,Villa Urquiza,40.0,10,1,109000.0
8968,apartment,Villa Crespo,47.0,12,4,178474.0
8969,apartment,Villa Crespo,49.0,12,4,171031.0
8970,apartment,Belgrano,110.0,10,2,385000.0
8971,apartment,Villa Crespo,49.0,12,4,171031.0
8972,apartment,Palermo Hollywood,67.0,8,2,286350.0
8973,apartment,Villa Crespo,96.0,12,4,365686.0
8974,apartment,Villa Crespo,97.0,12,4,354079.0
8975,apartment,Belgrano,160.0,1,2,430000.0
8976,apartment,Colegiales,100.0,1,4,510000.0
8977,PH,Villa Crespo,40.0,0,3,145000.0
8978,apartment,Nuñez,112.0,12,3,520000.0
8979,apartment,Recoleta,65.0,3,3,299000.0
8980,apartment,Belgrano,165.0,1,4,585000.0
8981,house,Palermo,450.0,0,3,890000.0
8982,apartment,Recoleta,38.0,4,1,120000.0
8983,house,Villa Crespo,120.0,0,4,370000.0
8984,apartment,Palermo,97.0,2,3,270000.0
8985,apartment,Balvanera,75.0,1,3,182899.0
8986,apartment,Palermo Soho,60.0,1,2,179000.0
8987,apartment,Colegiales,65.0,1,3,165000.0
8988,apartment,Saavedra,65.0,1,4,199000.0
8989,apartment,Belgrano,118.0,11,4,386740.0
8990,apartment,Barrio Norte,109.0,8,4,250000.0
8991,apartment,Belgrano,52.0,11,4,180000.0
8992,apartment,Once,42.0,12,2,69000.0
8993,house,Paternal,350.0,0,2,730000.0
8994,apartment,Villa Urquiza,50.0,7,2,129000.0
8995,apartment,Palermo,149.0,5,1,475000.0
8996,apartment,Villa Urquiza,89.0,7,4,204000.0
8997,apartment,Villa Urquiza,30.0,7,1,70000.0
8998,PH,Palermo,76.0,0,3,250000.0
8999,apartment,Villa Urquiza,63.0,7,3,152000.0
9000,house,Palermo,145.0,0,6,580000.0
9001,apartment,Palermo,75.0,3,3,310000.0
9002,apartment,Chacarita,35.0,9,2,86000.0
9003,house,Palermo,205.0,0,4,550000.0
9004,apartment,Chacarita,35.0,9,2,90500.0
9005,apartment,Recoleta,83.0,1,3,240000.0
9006,apartment,Belgrano,204.0,1,5,470000.0
9007,apartment,Palermo,174.0,11,3,639000.0
9008,apartment,Villa Crespo,40.0,2,2,99000.0
9009,apartment,Belgrano,92.0,1,4,297000.0
9010,apartment,Palermo,185.0,5,4,650000.0
9011,apartment,Palermo,60.0,5,3,180000.0
9012,apartment,Palermo,91.0,8,3,325000.0
9013,apartment,Belgrano,100.0,32,3,490000.0
9014,apartment,Palermo,50.0,7,3,140000.0
9015,apartment,Palermo,125.0,6,3,298000.0
9016,PH,Palermo Viejo,103.0,0,4,330000.0
9017,house,Barracas,201.0,0,2,175000.0
9018,apartment,Recoleta,144.0,10,5,450000.0
9019,house,Palermo,265.0,0,3,1200000.0
9020,apartment,Barrio Norte,77.0,4,3,250000.0
9021,apartment,Caballito,36.0,24,4,120167.0
9022,apartment,Caballito,36.0,24,4,123514.0
9023,apartment,Belgrano,35.0,7,2,96000.0
9024,PH,Palermo,180.0,0,8,680000.0
9025,apartment,Caballito,165.0,1,3,350000.0
9026,apartment,Belgrano,70.0,9,2,290000.0
9027,apartment,Barrio Norte,72.0,4,4,259000.0
9028,apartment,Barrio Norte,140.0,9,5,360000.0
9029,apartment,Belgrano,68.0,8,4,193000.0
9030,apartment,Belgrano,52.0,7,3,140000.0
9031,apartment,Belgrano,192.0,8,3,650000.0
9032,apartment,Caballito,36.0,24,4,114398.0
9033,apartment,Caballito,25.0,24,4,87244.0
9034,apartment,Caballito,36.0,24,4,119322.0
9035,apartment,Belgrano,74.0,1,2,178000.0
9036,apartment,Caballito,37.0,24,4,123253.0
9037,apartment,Caballito,37.0,24,4,123253.0
9038,apartment,Caballito,36.0,24,4,119322.0
9039,PH,Palermo,74.0,0,4,240000.0
9040,apartment,Caballito,25.0,24,4,87244.0
9041,apartment,Caballito,25.0,24,4,87244.0
9042,apartment,Caballito,36.0,24,4,120799.0
9043,apartment,Caballito,36.0,24,4,120799.0
9044,apartment,Caballito,25.0,24,4,88632.0
9045,apartment,Caballito,36.0,24,4,124949.0
9046,apartment,Villa Crespo,48.0,12,4,161462.0
9047,apartment,Villa Crespo,48.0,12,4,161462.0
9048,PH,Palermo,105.0,0,5,350000.0
9049,apartment,Caballito,80.0,1,3,175000.0
9050,house,Almagro,166.0,0,5,450000.0
9051,PH,San Cristobal,90.0,0,3,170000.0
9052,apartment,Villa Pueyrredón,34.0,9,2,82000.0
9053,PH,Caballito,51.0,0,2,150000.0
9054,apartment,Villa Crespo,31.0,10,3,98339.0
9055,apartment,Villa Crespo,38.0,10,3,115674.0
9056,apartment,Villa Crespo,32.0,10,3,104028.0
9057,apartment,Villa Crespo,38.0,10,3,117436.0
9058,apartment,Villa Crespo,32.0,10,3,105612.0
9059,apartment,Villa Crespo,38.0,10,3,119224.0
9060,apartment,Villa Crespo,32.0,10,3,107220.0
9061,apartment,Villa Crespo,38.0,10,3,121182.0
9062,apartment,Villa Crespo,32.0,10,3,109364.0
9063,apartment,Villa Crespo,38.0,10,3,123460.0
9064,apartment,Caballito,36.0,1,1,105508.0
9065,apartment,Villa Devoto,35.0,6,1,67500.0
9066,apartment,Caballito,37.0,1,1,109011.0
9067,apartment,Villa Crespo,31.0,10,3,107057.0
9068,apartment,Caballito,36.0,1,1,105508.0
9069,apartment,Villa Crespo,38.0,10,3,125929.0
9070,apartment,Caballito,37.0,1,1,109011.0
9071,apartment,Villa Crespo,30.0,10,3,106588.0
9072,house,Villa Pueyrredón,124.0,0,2,240000.0
9073,apartment,Caballito,37.0,15,1,142066.0
9074,apartment,Villa Crespo,36.0,10,3,122671.0
9075,apartment,Caballito,26.0,1,1,81146.0
9076,apartment,Villa Crespo,44.0,10,3,215232.0
9077,apartment,Caballito,64.0,16,2,241945.0
9078,apartment,Villa Crespo,29.0,10,3,111687.0
9079,apartment,Nuñez,38.0,1,2,118000.0
9080,apartment,Caballito,64.0,16,2,241945.0
9081,apartment,Villa Crespo,35.0,10,3,120003.0
9082,apartment,Villa Urquiza,34.0,1,1,73000.0
9083,apartment,Caballito,64.0,16,2,241945.0
9084,house,Villa Luro,103.0,0,5,180000.0
9085,apartment,Villa Crespo,56.0,10,3,215775.0
9086,apartment,Caballito,65.0,19,2,237598.0
9087,apartment,Villa Crespo,27.0,10,3,126974.0
9088,PH,Liniers,55.0,0,3,78000.0
9089,apartment,Caballito,51.0,19,1,186015.0
9090,apartment,Villa Crespo,29.0,10,3,97593.0
9091,apartment,Caballito,51.0,19,1,186015.0
9092,apartment,Caballito,51.0,20,1,187333.0
9093,PH,Villa Luro,60.0,0,3,130000.0
9094,apartment,Caballito,65.0,19,2,237598.0
9095,apartment,Caballito,37.0,1,1,109011.0
9096,apartment,Villa Crespo,30.0,10,3,95816.0
9097,house,Liniers,200.0,0,5,350000.0
9098,apartment,Villa Crespo,32.0,10,3,102467.0
9099,house,Belgrano,350.0,0,4,840000.0
9100,apartment,Villa Crespo,32.0,10,3,102037.0
9101,apartment,Villa Crespo,32.0,10,3,103843.0
9102,apartment,Palermo,340.0,13,3,1600000.0
9103,apartment,Villa Crespo,37.0,10,3,112760.0
9104,apartment,Villa Crespo,38.0,10,3,115810.0
9105,house,Belgrano,400.0,0,5,1300000.0
9106,apartment,Villa Crespo,36.0,10,3,110390.0
9107,apartment,Belgrano,214.0,1,4,750000.0
9108,apartment,Villa Crespo,35.0,10,3,101974.0
9109,apartment,Villa Crespo,29.0,10,3,99079.0
9110,apartment,Villa Crespo,30.0,10,3,97275.0
9111,apartment,Liniers,165.0,1,4,350000.0
9112,apartment,Villa Crespo,64.0,3,2,190412.0
9113,house,Liniers,380.0,0,4,550000.0
9114,store,San Nicolás,28.0,0,1,58000.0
9115,apartment,Liniers,48.0,48,2,105000.0
9116,PH,Liniers,95.0,0,3,170000.0
9117,apartment,Palermo Hollywood,47.0,8,2,140000.0
9118,PH,Villa Luro,60.0,0,3,135000.0
9119,apartment,Palermo Hollywood,37.0,8,2,123000.0
9120,house,Belgrano,650.0,0,7,2600000.0
9121,apartment,Palermo Hollywood,37.0,8,2,107000.0
9122,PH,Liniers,50.0,0,2,86000.0
9123,apartment,Palermo Hollywood,38.0,8,2,115000.0
9124,apartment,Palermo Hollywood,38.0,8,2,116000.0
9125,apartment,Palermo Hollywood,34.0,8,2,101000.0
9126,apartment,Liniers,50.0,1,2,86000.0
9127,apartment,Palermo Hollywood,37.0,8,2,109000.0
9128,apartment,Palermo Hollywood,38.0,8,2,118000.0
9129,apartment,Palermo Hollywood,38.0,8,2,118000.0
9130,apartment,Palermo Hollywood,34.0,8,2,103000.0
9131,apartment,Capital Federal,48.0,15,2,127000.0
9132,apartment,Palermo Hollywood,37.0,8,2,112000.0
9133,apartment,Palermo Hollywood,38.0,8,2,120000.0
9134,apartment,Belgrano,32.0,2,1,93000.0
9135,apartment,Palermo Hollywood,38.0,8,2,120000.0
9136,apartment,Villa del Parque,45.0,1,1,113000.0
9137,apartment,Palermo Hollywood,34.0,8,2,105000.0
9138,apartment,Palermo Hollywood,37.0,8,2,114000.0
9139,apartment,Palermo,86.0,8,4,247000.0
9140,apartment,Recoleta,140.0,1,3,595000.0
9141,apartment,Palermo,240.0,40,5,1600000.0
9142,apartment,Palermo,63.0,1,3,165000.0
9143,apartment,Villa Crespo,30.0,10,3,98756.0
9144,apartment,Colegiales,64.0,1,3,125000.0
9145,apartment,Palermo,32.0,35,1,190000.0
9146,apartment,Villa Crespo,31.0,10,3,102900.0
9147,apartment,Belgrano,82.0,10,3,367837.0
9148,apartment,Villa Crespo,30.0,10,3,102265.0
9149,apartment,Belgrano,56.0,1,2,144209.0
9150,apartment,Villa Crespo,29.0,10,3,106246.0
9151,apartment,Villa Crespo,30.0,10,3,104311.0
9152,apartment,Villa Crespo,32.0,10,3,111552.0
9153,apartment,Villa del Parque,60.0,8,4,170985.0
9154,apartment,Villa Crespo,32.0,10,3,111084.0
9155,apartment,Villa Crespo,32.0,10,3,113050.0
9156,apartment,Villa Crespo,37.0,10,3,122757.0
9157,apartment,Villa Crespo,38.0,10,3,126078.0
9158,apartment,Villa Crespo,36.0,10,3,120177.0
9159,apartment,Villa Crespo,35.0,10,3,111015.0
9160,apartment,Belgrano,66.0,7,2,220000.0
9161,apartment,Belgrano,97.0,5,4,270000.0
9162,apartment,Villa Crespo,29.0,10,3,108434.0
9163,apartment,Villa Urquiza,89.0,1,4,299999.0
9164,apartment,Villa Urquiza,47.0,1,4,123000.0
9165,apartment,Villa Crespo,31.0,10,3,109294.0
9166,apartment,Villa Urquiza,47.0,1,4,126000.0
9167,apartment,Villa Crespo,32.0,10,3,114006.0
9168,apartment,Almagro,100.0,4,4,198000.0
9169,apartment,Villa Crespo,30.0,10,3,112668.0
9170,apartment,Villa Urquiza,47.0,1,4,126000.0
9171,apartment,Villa Crespo,30.0,10,3,116043.0
9172,apartment,Villa Urquiza,47.0,1,4,128000.0
9173,apartment,Villa Crespo,37.0,10,3,125212.0
9174,apartment,Villa Crespo,38.0,10,3,128599.0
9175,apartment,Villa Urquiza,47.0,1,4,128000.0
9176,apartment,Villa Urquiza,47.0,1,4,129000.0
9177,apartment,Villa Crespo,38.0,10,3,128539.0
9178,apartment,Villa Urquiza,47.0,1,4,130000.0
9179,apartment,Villa Crespo,35.0,10,3,113235.0
9180,apartment,Villa Urquiza,72.0,1,4,212000.0
9181,apartment,Villa Crespo,30.0,10,3,109785.0
9182,apartment,Villa Urquiza,72.0,1,4,202000.0
9183,apartment,Villa Crespo,32.0,10,3,116016.0
9184,apartment,Villa Urquiza,72.0,1,4,202000.0
9185,house,Belgrano,630.0,0,2,2400000.0
9186,apartment,Villa Crespo,34.0,10,3,118906.0
9187,apartment,Villa Urquiza,72.0,1,4,204000.0
9188,apartment,Villa Crespo,55.0,10,3,235411.0
9189,apartment,Villa Urquiza,72.0,1,4,207000.0
9190,apartment,Villa Crespo,35.0,10,3,116632.0
9191,apartment,Villa Urquiza,72.0,1,4,207000.0
9192,apartment,Villa Crespo,29.0,10,3,110107.0
9193,apartment,Villa Crespo,34.0,10,3,122473.0
9194,apartment,Villa Urquiza,72.0,1,4,207000.0
9195,apartment,Villa Crespo,52.0,10,3,185651.0
9196,apartment,Villa Urquiza,72.0,1,4,209000.0
9197,apartment,Villa Crespo,41.0,10,3,165366.0
9198,apartment,Villa Urquiza,89.0,1,4,264000.0
9199,apartment,Villa Crespo,56.0,10,3,215775.0
9200,apartment,Villa Urquiza,89.0,1,4,269000.0
9201,apartment,Villa Crespo,63.0,10,3,259186.0
9202,apartment,Villa Urquiza,89.0,1,4,271000.0
9203,apartment,Belgrano,70.0,8,2,222000.0
9204,apartment,Villa Crespo,54.0,10,3,207278.0
9205,apartment,Villa Urquiza,89.0,1,4,274000.0
9206,apartment,Villa Urquiza,89.0,1,4,278000.0
9207,apartment,Villa Urquiza,49.0,1,4,138000.0
9208,apartment,Villa Urquiza,49.0,1,4,144000.0
9209,apartment,Villa Urquiza,49.0,1,4,145000.0
9210,PH,Saavedra,55.0,0,3,158000.0
9211,apartment,Villa Urquiza,49.0,1,4,145000.0
9212,apartment,Villa Urquiza,49.0,1,4,147000.0
9213,apartment,Villa Urquiza,49.0,1,4,147000.0
9214,apartment,Villa Urquiza,49.0,1,4,151000.0
9215,apartment,Villa Urquiza,49.0,1,4,151000.0
9216,apartment,Palermo,42.0,6,1,120000.0
9217,house,Abasto,280.0,0,3,490000.0
9218,house,Nuñez,84.0,0,2,165900.0
9219,apartment,Villa del Parque,61.0,2,4,136000.0
9220,apartment,Palermo,51.0,28,4,285000.0
9221,apartment,Villa Ortuzar,40.0,18,2,90000.0
9222,apartment,Villa Pueyrredón,44.0,5,2,135000.0
9223,house,Villa del Parque,270.0,0,5,590000.0
9224,apartment,Villa del Parque,172.0,6,5,630000.0
9225,apartment,Paternal,34.0,1,1,75000.0
9226,house,Villa Pueyrredón,140.0,0,5,290000.0
9227,apartment,Villa Pueyrredón,44.0,5,2,135000.0
9228,apartment,Belgrano,48.0,15,2,250000.0
9229,apartment,Belgrano,75.0,15,3,405000.0
9230,apartment,Caballito,182.0,1,5,410000.0
9231,apartment,Villa Urquiza,47.0,1,2,137000.0
9232,apartment,Villa Urquiza,42.0,1,1,115750.0
9233,PH,Villa del Parque,90.0,0,3,275000.0
9234,house,Villa del Parque,332.0,0,4,650000.0
9235,apartment,Abasto,43.0,1,2,135000.0
9236,apartment,Villa Pueyrredón,35.0,1,1,74900.0
9237,house,Floresta,166.0,0,4,345000.0
9238,house,Villa del Parque,405.0,0,5,490000.0
9239,apartment,Villa del Parque,60.0,1,3,215000.0
9240,apartment,Puerto Madero,116.0,22,2,500000.0
9241,apartment,Flores,45.0,10,3,111000.0
9242,apartment,Flores,65.0,10,3,145000.0
9243,house,Villa Pueyrredón,140.0,0,5,290000.0
9244,apartment,Flores,67.0,10,3,145000.0
9245,apartment,Flores,66.0,10,3,154000.0
9246,apartment,Belgrano,45.0,1,1,145000.0
9247,apartment,Flores,48.0,10,3,102500.0
9248,apartment,Flores,48.0,10,3,112000.0
9249,apartment,Villa Pueyrredón,44.0,5,2,135000.0
9250,apartment,Barracas,65.0,8,4,182000.0
9251,apartment,Barracas,44.0,8,4,130000.0
9252,apartment,Villa Pueyrredón,44.0,5,2,135000.0
9253,apartment,Barracas,65.0,8,4,162000.0
9254,apartment,Barracas,45.0,8,4,130000.0
9255,apartment,Flores,37.0,10,3,82000.0
9256,apartment,Flores,46.0,10,3,92000.0
9257,apartment,Villa del Parque,43.0,9,2,128000.0
9258,apartment,Flores,34.0,10,3,75000.0
9259,apartment,Flores,34.0,10,3,72000.0
9260,apartment,Villa Devoto,35.0,1,1,85000.0
9261,apartment,Puerto Madero,118.0,22,2,580000.0
9262,house,Villa Devoto,77.0,0,3,215000.0
9263,apartment,Recoleta,36.0,9,1,104000.0
9264,apartment,Puerto Madero,118.0,22,2,560000.0
9265,apartment,Villa Crespo,91.0,2,4,215000.0
9266,apartment,Puerto Madero,118.0,22,2,610000.0
9267,house,Agronomía,282.0,0,5,425000.0
9268,apartment,Belgrano,45.0,1,1,150000.0
9269,apartment,Almagro,75.0,3,3,200000.0
9270,house,Villa Devoto,200.0,0,3,290000.0
9271,apartment,Villa Crespo,33.0,10,1,110000.0
9272,PH,Villa Pueyrredón,90.0,0,3,225000.0
9273,apartment,Nuñez,50.0,6,4,150000.0
9274,PH,Villa Pueyrredón,90.0,0,4,225000.0
9275,apartment,Palermo,75.0,2,2,360000.0
9276,apartment,Almagro,52.0,1,3,169000.0
9277,apartment,Villa Urquiza,62.0,2,3,165000.0
9278,apartment,Villa Devoto,245.0,1,5,840000.0
9279,house,Villa Devoto,245.0,0,5,840000.0
9280,apartment,Belgrano,80.0,1,4,249000.0
9281,PH,Villa Urquiza,115.0,0,4,224000.0
9282,apartment,Villa Ortuzar,30.0,1,1,97000.0
9283,apartment,Villa Urquiza,30.0,1,1,97000.0
9284,apartment,Flores,67.0,10,3,148000.0
9285,apartment,Balvanera,106.0,1,4,198000.0
9286,PH,Villa Ortuzar,115.0,0,5,240000.0
9287,apartment,Flores,68.0,10,3,158000.0
9288,apartment,Balvanera,106.0,1,4,180000.0
9289,apartment,Flores,48.0,10,3,105500.0
9290,apartment,Flores,48.0,10,3,107000.0
9291,apartment,Flores,48.0,10,3,111500.0
9292,apartment,Recoleta,40.0,3,2,105000.0
9293,apartment,Flores,47.0,10,3,109500.0
9294,apartment,Flores,47.0,10,3,111000.0
9295,apartment,Capital Federal,92.0,1,4,265000.0
9296,apartment,Villa del Parque,60.0,8,3,170500.0
9297,apartment,Caballito,79.0,1,4,182000.0
9298,apartment,Villa del Parque,60.0,8,3,191000.0
9299,apartment,Palermo,40.0,1,2,118000.0
9300,apartment,Villa del Parque,60.0,8,3,188000.0
9301,apartment,Villa del Parque,60.0,8,3,191500.0
9302,apartment,Villa del Parque,60.0,8,3,195500.0
9303,apartment,Villa del Parque,60.0,8,3,170500.0
9304,apartment,Caballito,119.0,1,4,325000.0
9305,apartment,Villa del Parque,59.0,8,3,176600.0
9306,apartment,Villa del Parque,60.0,8,3,175000.0
9307,house,Villa Urquiza,315.0,0,7,325000.0
9308,apartment,Villa del Parque,60.0,8,3,177500.0
9309,apartment,Monserrat,60.0,1,3,95000.0
9310,apartment,Villa del Parque,60.0,8,3,179000.0
9311,apartment,Villa Devoto,44.0,1,2,88000.0
9312,apartment,Palermo,75.0,1,3,375000.0
9313,apartment,Villa del Parque,60.0,8,3,179000.0
9314,apartment,Villa del Parque,60.0,8,3,180500.0
9315,apartment,Palermo Chico,75.0,1,3,375000.0
9316,apartment,Villa del Parque,60.0,8,3,180500.0
9317,apartment,Villa Devoto,44.0,1,2,87900.0
9318,apartment,Villa del Parque,60.0,8,3,184100.0
9319,apartment,Recoleta,120.0,1,3,250000.0
9320,apartment,Villa del Parque,60.0,8,3,184100.0
9321,apartment,Monserrat,60.0,1,3,94500.0
9322,apartment,Villa del Parque,60.0,8,3,186500.0
9323,apartment,Villa del Parque,60.0,8,3,186500.0
9324,apartment,Villa del Parque,60.0,8,3,188400.0
9325,apartment,Villa del Parque,60.0,8,3,188400.0
9326,apartment,Villa del Parque,60.0,8,3,191000.0
9327,apartment,Villa del Parque,60.0,8,3,191000.0
9328,apartment,Villa del Parque,59.0,8,3,188500.0
9329,apartment,Villa del Parque,58.0,8,3,193750.0
9330,PH,Mataderos,240.0,0,2,286000.0
9331,apartment,Villa del Parque,58.0,8,3,181500.0
9332,house,Mataderos,182.0,0,3,179000.0
9333,apartment,Villa del Parque,59.0,8,3,182000.0
9334,apartment,Villa del Parque,58.0,8,3,186150.0
9335,house,Villa Lugano,500.0,0,2,230000.0
9336,house,Villa Lugano,300.0,0,1,385000.0
9337,apartment,Villa del Parque,59.0,8,3,185600.0
9338,apartment,Palermo Hollywood,29.0,2,1,74000.0
9339,house,Mataderos,134.0,0,2,185000.0
9340,apartment,Villa del Parque,58.0,8,3,190800.0
9341,apartment,Villa del Parque,59.0,8,3,190400.0
9342,apartment,Villa del Parque,58.0,8,3,195500.0
9343,house,Barracas,260.0,0,5,185000.0
9344,apartment,Villa del Parque,59.0,8,3,195200.0
9345,apartment,Villa del Parque,58.0,8,3,200800.0
9346,house,Villa Lugano,150.0,0,4,135000.0
9347,apartment,Villa del Parque,77.0,8,4,227100.0
9348,house,Mataderos,124.0,0,5,260000.0
9349,house,Liniers,120.0,0,3,179000.0
9350,apartment,Villa del Parque,77.0,8,4,244500.0
9351,apartment,Villa del Parque,77.0,8,4,236900.0
9352,house,Villa Lugano,150.0,0,3,185000.0
9353,apartment,Belgrano,120.0,5,5,380000.0
9354,house,Villa Lugano,120.0,0,2,240000.0
9355,apartment,Villa del Parque,77.0,8,4,222000.0
9356,PH,Mataderos,211.0,0,1,135000.0
9357,apartment,Villa del Parque,77.0,8,4,233600.0
9358,house,Mataderos,390.0,0,2,420000.0
9359,apartment,Villa del Parque,77.0,8,4,233600.0
9360,apartment,Flores,70.0,14,3,140000.0
9361,house,Flores,480.0,0,3,249000.0
9362,apartment,Villa del Parque,77.0,8,4,239000.0
9363,apartment,Villa del Parque,77.0,8,4,239000.0
9364,house,Villa Lugano,175.0,0,2,157000.0
9365,PH,Mataderos,100.0,0,3,120000.0
9366,apartment,Villa del Parque,77.0,8,4,245100.0
9367,house,Villa Lugano,81.0,0,3,100000.0
9368,apartment,Villa del Parque,77.0,8,4,245100.0
9369,apartment,Villa del Parque,77.0,8,4,251000.0
9370,apartment,Villa del Parque,77.0,8,4,251000.0
9371,house,Villa Lugano,210.0,0,3,320000.0
9372,PH,Mataderos,45.0,0,2,93000.0
9373,apartment,Villa del Parque,60.0,8,3,134600.0
9374,apartment,Villa del Parque,45.0,8,2,134600.0
9375,PH,Mataderos,45.0,0,2,93000.0
9376,apartment,Villa del Parque,45.0,8,2,138000.0
9377,apartment,Constitución,25.0,2,1,34000.0
9378,apartment,Villa del Parque,45.0,8,2,138000.0
9379,house,Villa Lugano,150.0,0,4,176000.0
9380,apartment,Villa del Parque,45.0,8,2,141400.0
9381,apartment,Capital Federal,76.0,1,2,125000.0
9382,house,Villa Lugano,108.0,0,3,163000.0
9383,apartment,Villa del Parque,45.0,8,2,145100.0
9384,apartment,Villa del Parque,45.0,8,2,145100.0
9385,house,Villa Lugano,202.0,0,3,420000.0
9386,apartment,Villa del Parque,45.0,8,2,148800.0
9387,apartment,Villa del Parque,45.0,8,2,148800.0
9388,house,Mataderos,190.0,0,1,320000.0
9389,apartment,Villa del Parque,45.0,8,2,148800.0
9390,apartment,Villa del Parque,45.0,8,2,152600.0
9391,apartment,Palermo Soho,116.0,1,4,298000.0
9392,apartment,Villa del Parque,58.0,8,3,169500.0
9393,apartment,Chacarita,36.0,3,2,100000.0
9394,house,Villa Lugano,150.0,0,3,168000.0
9395,apartment,Villa del Parque,58.0,8,3,180800.0
9396,apartment,Villa del Parque,58.0,8,3,191000.0
9397,apartment,Villa del Parque,58.0,8,3,165500.0
9398,PH,Capital Federal,45.0,0,2,55000.0
9399,apartment,Villa del Parque,58.0,8,3,165500.0
9400,apartment,Villa del Parque,58.0,8,3,169500.0
9401,apartment,Villa del Parque,58.0,8,3,174000.0
9402,apartment,Villa del Parque,58.0,8,3,174000.0
9403,apartment,Villa del Parque,58.0,8,3,174000.0
9404,apartment,Villa del Parque,58.0,8,3,174000.0
9405,apartment,Villa del Parque,58.0,8,3,180500.0
9406,apartment,Villa del Parque,58.0,8,3,180500.0
9407,PH,Liniers,61.0,0,2,95000.0
9408,apartment,Villa del Parque,58.0,8,3,185000.0
9409,apartment,Caballito,41.0,2,2,108000.0
9410,apartment,Villa del Parque,58.0,8,3,184500.0
9411,apartment,Villa del Parque,58.0,8,3,185000.0
9412,apartment,Villa del Parque,58.0,8,3,184500.0
9413,apartment,Villa del Parque,58.0,8,3,189600.0
9414,apartment,Villa del Parque,58.0,8,3,189600.0
9415,apartment,Villa del Parque,32.0,10,2,80000.0
9416,apartment,Villa del Parque,58.0,8,3,189600.0
9417,apartment,Caballito,36.0,12,3,104000.0
9418,apartment,Villa del Parque,58.0,8,3,189200.0
9419,apartment,Villa del Parque,58.0,8,3,194500.0
9420,apartment,Caballito,46.0,12,2,210000.0
9421,apartment,Villa del Parque,58.0,8,3,194200.0
9422,apartment,Villa del Parque,58.0,8,3,194500.0
9423,apartment,Caballito,67.0,13,3,217000.0
9424,apartment,Villa del Parque,58.0,8,3,194200.0
9425,apartment,Villa del Parque,58.0,8,3,168123.0
9426,apartment,Villa del Parque,58.0,8,3,208800.0
9427,house,Capital Federal,116.0,0,3,235000.0
9428,apartment,Villa del Parque,58.0,8,3,195600.0
9429,apartment,Villa del Parque,58.0,8,3,171900.0
9430,apartment,Villa del Parque,58.0,8,3,181300.0
9431,apartment,Villa del Parque,58.0,8,3,176500.0
9432,apartment,Villa del Parque,58.0,8,3,185600.0
9433,apartment,Villa del Parque,58.0,8,3,180400.0
9434,apartment,Villa del Parque,58.0,8,3,190200.0
9435,apartment,Villa del Parque,58.0,8,3,185400.0
9436,apartment,Villa del Parque,39.0,8,3,131700.0
9437,apartment,Villa del Parque,39.0,8,3,120100.0
9438,apartment,Villa del Parque,39.0,8,3,125200.0
9439,apartment,Villa del Parque,39.0,8,3,128200.0
9440,apartment,Villa del Parque,39.0,8,3,123200.0
9441,apartment,Villa del Parque,43.0,8,3,126200.0
9442,apartment,Capital Federal,73.0,12,4,190000.0
9443,apartment,Villa del Parque,45.0,8,3,131200.0
9444,apartment,Villa del Parque,45.0,8,3,144600.0
9445,apartment,Villa del Parque,45.0,8,3,126200.0
9446,apartment,Villa del Parque,43.0,8,3,124400.0
9447,apartment,Villa Crespo,33.0,10,1,110000.0
9448,house,Flores,135.0,0,4,250000.0
9449,house,Capital Federal,90.0,0,3,275000.0
9450,apartment,Belgrano,32.0,5,1,98000.0
9451,apartment,Mataderos,32.0,6,1,86000.0
9452,apartment,Villa Crespo,33.0,13,1,79000.0
9453,apartment,Villa Crespo,40.0,13,1,94500.0
9454,apartment,Caballito,36.0,13,3,106000.0
9455,apartment,Palermo Hollywood,37.0,8,2,145000.0
9456,apartment,Villa Crespo,33.0,13,1,82000.0
9457,apartment,Barrio Norte,26.0,1,1,64900.0
9458,apartment,Palermo Viejo,79.0,1,3,230000.0
9459,apartment,Palermo,75.0,2,2,360000.0
9460,PH,Villa Urquiza,200.0,0,3,275000.0
9461,apartment,Barracas,38.0,5,3,80000.0
9462,house,Flores,276.0,0,4,319900.0
9463,house,Villa Urquiza,90.0,0,4,185000.0
9464,apartment,Belgrano,65.0,1,3,185000.0
9465,house,Villa del Parque,260.0,0,4,395000.0
9466,house,Boca,160.0,0,7,123000.0
9467,house,Barracas,140.0,0,6,149000.0
9468,house,Villa del Parque,320.0,0,5,530000.0
9469,apartment,Coghlan,40.0,9,1,120000.0
9470,apartment,Belgrano,22.0,1,1,69000.0
9471,apartment,Belgrano,147.0,8,4,340000.0
9472,house,Nuñez,212.0,0,3,595000.0
9473,house,Nuñez,270.0,0,5,499000.0
9474,PH,Villa del Parque,65.0,0,3,109000.0
